year,month,PET,BAL,FIT1,FIT3,FIT6,FIT12,FIT24,FIT48
1990,1,29414.66,-29401.46,0.4848353,0.142293922,-0.948353205,-0.844623816,-0.597474427,-0.271606484
1990,2,7.89,25.81,0.452451752,0.4524211,-1.141717377,-0.844470943,-0.597380851,-0.271538989
1990,3,0.00,75.50,0.432459783,0.484947109,-0.124161707,-0.844470349,-0.597380519,-0.271538756
1990,4,0.00,49.30,0.299197284,0.452474704,0.142384521,-0.844470349,-0.597380519,-0.271538756
1990,5,1.66,56.64,0.46707753,0.480494185,0.452530247,-0.844470251,-0.597381256,-0.271539386
1990,6,1105.73,-1093.73,0.516198714,0.517781732,0.519576738,-0.844376536,-0.597498491,-0.271683311
1990,7,508333.98,-508281.48,0.576898865,0.578436536,0.587425642,-0.885249257,-0.639658065,-0.297635943
1990,8,19346482586.00,-19346482529.00,0.722760098,0.711856075,0.711889946,-0.865353081,-0.64072154,-0.295599728
1990,9,59969600000000.00,-60000000000000.00,-1.906751193,-1.214565921,-1.213627047,-0.586963789,-0.783524229,-0.466499393
1990,10,1803740000000.00,-1800000000000.00,0.286996793,-0.774842411,-0.64291158,-0.491899469,-0.594827223,-0.464829927
1990,11,10529500000000.00,-10500000000000.00,-1.141493056,-1.007777106,-0.652517658,-0.598597621,-0.637720822,-0.493965149
1990,12,3094590561.00,-3094590525.00,0.53803661,-0.113411448,-0.593637988,-0.560929802,-0.600450153,-0.476583302
1991,1,5719.61,-5677.71,0.48483585,-0.83449543,-0.671115235,-0.55415333,-0.590838024,-0.467350306
1991,2,0.00,20.40,0.452451716,0.511966416,-0.889852232,-0.553991102,-0.590744321,-0.467284339
1991,3,0.00,47.80,0.431482151,0.484947654,-0.078710177,-0.553990476,-0.590743989,-0.46728411
1991,4,0.00,54.60,0.381435181,0.452474519,-0.834170735,-0.553990476,-0.590743988,-0.46728411
1991,5,0.17,51.63,0.467075988,0.480490216,0.512074779,-0.553990487,-0.590744728,-0.467284696
1991,6,175.83,-120.03,0.51619913,0.517782146,0.519577188,-0.553932689,-0.590862743,-0.467405392
1991,7,8470.59,-8384.99,0.576899909,0.578437567,0.58742667,-0.59652854,-0.633074391,-0.491292545
1991,8,7423523055.00,-7423523001.00,0.729252583,0.715466686,0.71550073,-0.57260115,-0.634427207,-0.491756445
1991,9,9060380000000.00,-9060000000000.00,-0.671181132,0.080207932,0.081575852,0.302419118,-0.090983719,-0.472963339
1991,10,2059360000000.00,-2060000000000.00,0.25313654,0.269782957,0.3879802,0.298921628,-0.011281242,-0.293793012
1991,11,1565470000000.00,-1570000000000.00,0.032241665,0.074042466,0.501120432,0.593766448,-0.013693706,-0.296988688
1991,12,37026743206.00,-37026743196.00,0.455374099,0.375394072,0.594504867,0.621140836,0.028014294,-0.276999338
1992,1,1990.29,-1958.69,0.484835936,0.212812886,0.497684253,0.615037272,0.033378577,-0.268712989
1992,2,0.00,21.60,0.452451724,0.421234778,0.199396304,0.615104793,0.033468968,-0.268645488
1992,3,0.00,37.80,0.431129577,0.484947739,0.392095082,0.615105,0.033469272,-0.268645255
1992,4,0.00,59.90,0.475355667,0.452474496,0.212883579,0.615105,0.033469272,-0.268645255
1992,5,0.32,49.78,0.467075418,0.480489267,0.421344272,0.615103675,0.033468438,-0.268645885
1992,6,2698.53,-2652.93,0.516198048,0.517781071,0.519577209,0.614664771,0.033261734,-0.268790168
1992,7,196650954.90,-196650921.00,0.576489379,0.578032876,0.587022996,0.610516378,-0.006189004,-0.294771275
1992,8,1045021052.00,-1045021001.00,0.732747559,0.717344724,0.717378858,0.628068692,-0.000780521,-0.2929788
1992,9,795793000000.00,-796000000000.00,0.515146182,0.830171666,0.831381121,0.973720823,0.785233124,-0.194865381
1992,10,2529080000000.00,-2530000000000.00,0.194676367,0.684647365,0.757743447,0.997800463,0.787274754,-0.015411185
1992,11,191572000000.00,-192000000000.00,0.596222724,0.574803533,0.953052454,1.059391576,1.015579433,-4.88E-05
1992,12,24889744660.00,-24889744636.00,0.48395034,0.44966061,1.057952532,1.068179872,1.032066332,0.023676893
1993,1,107.62,-71.12,0.48483598,0.616630713,0.970775991,1.051084247,1.018563731,0.029696281
1993,2,0.00,96.90,0.452452226,0.452421177,0.659115545,1.051029424,1.018560393,0.029761639
1993,3,0.00,40.20,0.431214178,0.484947785,0.462238953,1.051029115,1.018560308,0.029761862
1993,4,0.00,69.70,0.694408778,0.452475078,0.61658426,1.051029114,1.018560307,0.029761862
1993,5,0.00,43.60,0.467073515,0.480490139,0.452530324,1.051026676,1.018559825,0.029761193
1993,6,146.49,-97.59,0.516199139,0.517782159,0.519577292,1.050156497,1.018125048,0.029578025
1993,7,28552.50,-28537.80,0.576899867,0.578437526,0.587426629,1.093659895,1.03088814,0.001245127
1993,8,3879559668.00,-3879559625.00,0.731192552,0.716542821,0.716576917,1.090625346,1.058174198,0.006458158
1993,9,1127780000000.00,-1130000000000.00,0.420770959,0.785879363,0.78710926,1.006903227,1.185318694,0.565022569
1993,10,17459100000000.00,-17500000000000.00,-0.687321686,-1.90E-05,0.133855904,0.38842714,0.845465432,0.52425185
1993,11,1290090000000.00,-1290000000000.00,0.120803859,-0.178164356,0.252720116,0.336703917,0.850721686,0.53044985
1993,12,11793209854.00,-11793209830.00,0.516001368,-0.343090004,0.340621837,0.372263694,0.875721964,0.559463225
1994,1,151272.99,-151243.09,0.484832476,0.286724492,0.243208798,0.370459461,0.866467022,0.558523783
1994,2,0.00,43.10,0.452451868,0.487622084,-0.043694929,0.370570141,0.866487602,0.558569034
1994,3,0.00,30.60,0.430875832,0.484944303,-0.304442532,0.370570533,0.866487614,0.558569181
1994,4,0.00,45.60,0.247342545,0.452474496,0.286774087,0.370570532,0.866487613,0.558569181
1994,5,0.24,11.06,0.467063497,0.480480546,0.487730786,0.370569639,0.866487026,0.558568547
1994,6,302.89,-280.09,0.516199061,0.517782057,0.519574529,0.370296964,0.866099012,0.55830499
1994,7,6517869.94,-6517860.94,0.576886315,0.578424167,0.587413304,0.349723997,0.865326105,0.528823304
1994,8,345674000000.00,-346000000000.00,0.562782963,0.61857391,0.618603581,0.362066336,0.880056673,0.540822099
1994,9,41666000000000.00,-41700000000000.00,-1.68834712,-0.962273113,-0.961212039,-0.440283239,0.21067763,0.669504497
1994,10,135583000000000.00,-136000000000000.00,-1.795272596,-1.463493296,-1.368510369,-1.273034694,-0.724632304,-0.142341683
1994,11,11330100000000.00,-11300000000000.00,-1.18984506,-1.599710103,-1.345464737,-1.314178836,-0.776079785,-0.143531527
1994,12,2220589759.00,-2220589739.00,0.540285188,-1.57746278,-1.310875687,-1.28842411,-0.741009706,-0.121430914
1995,1,143608.39,-143571.99,0.484832654,-0.88314011,-1.360760567,-1.280505675,-0.731026605,-0.114184166
1995,2,12.79,30.61,0.452451784,0.514456939,-1.515148047,-1.280379085,-0.730936136,-0.114117049
1995,3,0.00,28.40,0.430798326,0.484944479,-1.545741,-1.280378589,-0.730935813,-0.114116819
1995,4,0.00,77.10,0.927002052,0.452474608,-0.882806429,-1.280378589,-0.730935813,-0.114116819
1995,5,0.80,106.30,0.467092818,0.480498581,0.514565266,-1.280378426,-0.73093651,-0.114117474
1995,6,3806.32,-3711.82,0.516197596,0.517780653,0.519574609,-1.280268933,-0.731038732,-0.114281376
1995,7,834.86,-783.46,0.576899924,0.578437576,0.587426679,-1.314494489,-0.771864997,-0.141612472
1995,8,34557531.89,-34557488.39,0.73330262,0.71771193,0.717746081,-1.300540231,-0.774215447,-0.138341144
1995,9,69917035986.00,-69917035948.00,0.760071456,0.933730317,0.934886042,-1.115340779,-0.756209823,-0.093600285
1995,10,46686500000000.00,-46700000000000.00,-1.240326988,-0.586378274,-0.44870307,-0.420066812,-0.878224067,-0.287443424
1995,11,43790600000000.00,-43800000000000.00,-2.01449718,-1.152314714,-0.819765887,-0.771359074,-1.01954516,-0.429609017
1995,12,185791205.90,-185791170.50,0.545545268,-1.29814241,-0.766852391,-0.736105215,-0.989294325,-0.411198221
1996,1,66085.24,-65980.44,0.484834452,-1.745506063,-0.838070683,-0.728725407,-0.97906047,-0.402229832
1996,2,0.16,50.14,0.452451914,0.520289102,-1.041737678,-0.728567796,-0.9789782,-0.402163129
1996,3,0.00,41.10,0.431245907,0.484946266,-1.262444578,-0.728567185,-0.978977902,-0.402162899
1996,4,0.00,28.70,0.052152259,0.4524745,-1.745052688,-0.728567185,-0.978977902,-0.402162899
1996,5,0.20,36.00,0.467071176,0.480483231,0.520397343,-0.728567124,-0.978978511,-0.402163501
1996,6,418.58,-384.48,0.516199017,0.517782016,0.519576083,-0.728484847,-0.979056237,-0.402291724
1996,7,97466.02,-97431.92,0.576899723,0.578437383,0.587426487,-0.770376809,-1.01620293,-0.42690518
1996,8,13746365075.00,-13746365059.00,0.725803037,0.713550087,0.713584039,-0.748883452,-1.018953226,-0.426847451
1996,9,17540300000000.00,-17500000000000.00,-1.124979335,-0.339413043,-0.33811204,-0.884026622,-0.929316085,-0.467007104
1996,10,74208100000000.00,-74200000000000.00,-1.489817657,-1.040260044,-0.920360874,-1.071095786,-0.706901779,-0.675139396
1996,11,63285800000000.00,-63300000000000.00,-2.213426274,-1.484354947,-1.208730829,-1.17316091,-0.912496542,-0.811788462
1996,12,1488817847.00,-1488817759.00,0.542172811,-1.540246293,-1.169533611,-1.144724252,-0.880089276,-0.798919849
1997,1,137583.26,-137498.56,0.484832794,-1.957588977,-1.225046012,-1.136784621,-0.869907372,-0.788962668
1997,2,0.00,22.80,0.452451732,0.516548994,-1.392836382,-1.13664821,-0.869821152,-0.788903131
1997,3,0.00,14.00,0.4302912,0.484944619,-1.50796396,-1.136647678,-0.869820842,-0.788902924
1997,4,0.00,81.30,1.109159912,0.452474488,-1.957114405,-1.136647678,-0.869820841,-0.788902924
1997,5,0.00,93.70,0.467088939,0.480495279,0.51665729,-1.136647526,-0.869821491,-0.788903416
1997,6,45240.75,-45202.25,0.516179879,0.51776302,0.519573962,-1.136539155,-0.869909467,-0.78898995
1997,7,5092.90,-5036.90,0.576899916,0.578437482,0.587426585,-1.173346083,-0.908844764,-0.808870194
1997,8,5174743616.00,-5174743519.00,0.730483024,0.716149367,0.716183444,-1.158139941,-0.912048685,-0.811681231
1997,9,605452000000.00,-605000000000.00,0.573690746,0.855719149,0.856916124,-1.069151366,-0.899612015,-0.796764884
1997,10,19998200000000.00,-20000000000000.00,-0.763753354,-0.060211368,0.07585119,-0.706142098,-0.813359574,-0.818012693
1997,11,944393000000.00,-944000000000.00,0.245954544,-0.226769786,0.203194666,0.286315704,-0.633131937,-0.815118882
1997,12,110540000000.00,-111000000000.00,0.301626191,-0.410102236,0.286804742,0.319203343,-0.596333078,-0.802548508
1998,1,481256.91,-481207.21,0.484824828,0.352223767,0.189652771,0.318184587,-0.586734599,-0.79258815
1998,2,246.86,-216.96,0.452450136,0.256324351,-0.094325738,0.318302572,-0.586640819,-0.792528708
1998,3,0.00,18.10,0.43043555,0.484936701,-0.370747476,0.318302995,-0.586640487,-0.792528501
1998,4,0.00,28.80,0.053148766,0.452472571,0.352254501,0.318302995,-0.586640486,-0.792528501
1998,5,0.00,34.50,0.467070714,0.480479698,0.256434971,0.31830218,-0.586641227,-0.792528992
1998,6,167.21,-119.31,0.51619913,0.517782128,0.51956851,0.318059717,-0.586759727,-0.79261517
1998,7,40227.62,-40141.72,0.576899842,0.578437502,0.587426605,0.2946957,-0.629003318,-0.812447052
1998,8,8023750458.00,-8023750385.00,0.728924481,0.71528455,0.715318585,0.318483599,-0.630329411,-0.814591764
1998,9,534930000000.00,-535000000000.00,0.596303313,0.865157027,0.866349272,0.296882415,-0.531023113,-0.712930878
1998,10,9834800000000.00,-9830000000000.00,-0.375239905,0.30220506,0.417836503,0.666223021,-0.102173851,-0.386540875
1998,11,22124000000000.00,-22100000000000.00,-1.616072763,-0.484971237,-0.067953368,0.003867725,0.335777647,-0.419475027
1998,12,55958103217.00,-55958103186.00,0.412785975,-0.662785859,0.009609694,0.044390506,0.373782576,-0.401216275
1999,1,411397334.10,-411397253.00,0.475366556,-1.324950698,-0.084240825,0.046788991,0.374621543,-0.392293421
1999,2,1308.03,-1290.13,0.452442991,0.374114402,-0.350941822,0.046935337,0.374694104,-0.392226626
1999,3,0.00,12.40,0.430234878,0.475541869,-0.622311336,0.046935883,0.37469433,-0.392226395
1999,4,0.00,39.60,0.171081071,0.452465465,-1.324547331,0.046935883,0.37469433,-0.392226395
1999,5,1.75,34.45,0.467070698,0.480480428,0.374224339,0.046935413,0.374693537,-0.392226999
1999,6,28562.21,-28525.81,0.516187,0.517770063,0.512114751,0.04682432,0.374423806,-0.392356389
1999,7,9546.71,-9462.21,0.576899906,0.578437507,0.587426607,0.012425619,0.344835222,-0.417077863
1999,8,1769700821.00,-1769700736.00,0.732349719,0.717184137,0.717218263,0.038969472,0.355650454,-0.416891604
1999,9,2359500000000.00,-2360000000000.00,0.134762886,0.638052135,0.639339675,-0.014399757,0.315997939,-0.413117161
1999,10,6463460000000.00,-6460000000000.00,-0.167749589,0.373463241,0.48291277,0.05327487,0.509130018,-0.291745315
1999,11,1638660000000.00,-1640000000000.00,0.01012278,0.171094917,0.593251998,0.686524822,0.494823522,-0.120357977
1999,12,54650699908.00,-54650699875.00,0.415653617,0.08531835,0.688053263,0.712180189,0.531328609,-0.098212728
2000,1,3046107.29,-3046033.99,0.484765385,0.191613189,0.592247379,0.704237266,0.52950284,-0.091145234
2000,2,0.00,67.70,0.452452031,0.378174002,0.290343029,0.704284983,0.529562713,-0.091078305
2000,3,0.00,42.70,0.431302316,0.484877667,0.114444528,0.704285107,0.529562886,-0.091078076
2000,4,0.00,35.80,0.127092448,0.452474675,0.19168989,0.704285107,0.529562886,-0.091078076
2000,5,18.26,11.54,0.467063647,0.48048095,0.378283905,0.704283595,0.529562137,-0.091078733
2000,6,33.17,5.53,0.516199183,0.517782174,0.519521747,0.70377242,0.529259383,-0.091245655
2000,7,166006862.90,-166006835.50,0.57655334,0.578095932,0.587085893,0.707193114,0.506644168,-0.118755334
2000,8,81546467926.00,-81546467878.00,0.689714507,0.693217504,0.693250496,0.718009803,0.519336169,-0.115523978
2000,9,5502220000000.00,-5500000000000.00,-0.340186591,0.330392205,0.331749911,0.553066529,0.420913454,-0.056709272
2000,10,203363000000000.00,-203000000000000.00,-1.987916,-1.562365345,-1.473681226,-1.388056022,-0.894573752,-0.533696603
2000,11,9856490000000.00,-9860000000000.00,-1.097723218,-1.684926434,-1.444507911,-1.416310949,-0.855264235,-0.366001757
2000,12,105583000000.00,-106000000000.00,0.311087359,-1.780894507,-1.413481,-1.392783278,-0.821932991,-0.347190055
2001,1,4101937.40,-4101923.00,0.484740915,-0.797541283,-1.459307447,-1.384933231,-0.811813626,-0.338523114
2001,2,51.71,-31.91,0.452451368,0.266336272,-1.605811096,-1.384814249,-0.811725514,-0.338455906
2001,3,0.00,33.70,0.430985074,0.484853359,-1.752325242,-1.384813783,-0.811725198,-0.338455674
2001,4,0.00,24.80,0.014442967,0.452473879,-0.797223598,-1.384813783,-0.811725198,-0.338455674
2001,5,0.98,27.12,0.467068443,0.480480309,0.266446857,-1.384813617,-0.811725867,-0.338456291
2001,6,362.62,-339.92,0.516199036,0.517782029,0.519502486,-1.384705307,-0.811819636,-0.338592073
2001,7,1484218.09,-1484176.59,0.576896827,0.578434529,0.587423639,-1.416888673,-0.851602716,-0.363879249
2001,8,50714345370.00,-50714345303.00,0.705925365,0.702429935,0.702463359,-1.406016947,-0.854644409,-0.363319012
2001,9,49142900000000.00,-49100000000000.00,-1.788802593,-1.074944713,-1.073937355,-1.526361129,-0.995960277,-0.503714997
2001,10,139676000000000.00,-140000000000000.00,-1.809754479,-1.501197061,-1.408606523,-1.34777372,-1.32177685,-0.80885312
2001,11,5181720000000.00,-5180000000000.00,-0.669128021,-1.616141133,-1.36369192,-1.333295045,-1.331179443,-0.815235785
2001,12,674626000000.00,-675000000000.00,-0.360828739,-1.572171338,-1.332132025,-1.310041587,-1.309083001,-0.80361761
2002,1,139278.98,-139246.98,0.484832754,-0.453070401,-1.381173439,-1.302133941,-1.299125551,-0.793656334
2002,2,0.04,20.66,0.452451718,-0.415752609,-1.534696211,-1.302008898,-1.299057126,-0.793596921
2002,3,0.00,32.70,0.430949835,0.484944579,-1.540369447,-1.302008409,-1.299056876,-0.793596714
2002,4,0.00,16.80,-0.056506906,0.452474169,-0.452825691,-1.302008409,-1.299056876,-0.793596714
2002,5,0.00,14.80,0.467064649,0.480477222,-0.415648766,-1.302008245,-1.299057357,-0.793597204
2002,6,114.47,-93.87,0.516199141,0.517782125,0.519574751,-1.301898869,-1.299109544,-0.793683277
2002,7,24354514.49,-24354478.69,0.576849069,0.578387452,0.587376681,-1.335711727,-1.329885295,-0.813500966
2002,8,7609862203.00,-7609862167.00,0.72915071,0.715402754,0.715436794,-1.323296683,-1.334666485,-0.816335621
2002,9,191351000000000.00,-191000000000000.00,-2.528095686,-1.962467384,-1.96189283,-1.69168142,-1.601977931,-1.11623064
2002,10,1432240000000000.00,-1430000000000000.00,-2.790054733,-2.624176774,-2.599637702,-2.588429996,-2.336617268,-2.019563756
2002,11,54536200000000.00,-54500000000000.00,-2.134340951,-2.687887604,-2.600233684,-2.599514196,-2.349140656,-2.028841401
2002,12,24889744660.00,-24889744634.00,0.48395034,-2.687059698,-2.59958956,-2.598231238,-2.348999632,-2.031931176
2003,1,419708395.50,-419708369.80,0.475176596,-1.873508423,-2.604214634,-2.592586291,-2.342122522,-2.024567504
2003,2,0.08,51.12,0.452451921,0.451320392,-2.664430985,-2.592559654,-2.342106325,-2.024553032
2003,3,0.00,103.70,0.433456551,0.475353207,-2.672097949,-2.59255955,-2.34210626,-2.02455298
2003,4,0.08,39.12,0.165398507,0.452474992,-1.873042017,-2.59255955,-2.34210626,-2.02455298
2003,5,0.00,23.50,0.467067328,0.480491995,0.451429552,-2.592559513,-2.34210632,-2.024553028
2003,6,105.27,-83.77,0.516199145,0.517782143,0.511965365,-2.592524312,-2.34211099,-2.02455405
2003,7,217360.26,-217333.76,0.576899472,0.578437137,0.587426242,-2.598644507,-2.348307008,-2.02761609
2003,8,3244748079.00,-3244747994.00,0.731540544,0.716735672,0.716769777,-2.608543456,-2.35441098,-2.033037757
2003,9,573903000000.00,-574000000000.00,0.583742239,0.860377076,0.861571728,-2.543296961,-2.335983032,-2.027726762
2003,10,1060510000000000.00,-1060000000000000.00,-2.678117372,-2.428973799,-2.39370514,-2.395502766,-2.56800276,-2.291924265
2003,11,18596000000000.00,-18600000000000.00,-1.508537578,-2.494144186,-2.38067899,-2.37546422,-2.568128668,-2.294314867
2003,12,24298822582.00,-24298822554.00,0.485368624,-2.552879796,-2.375149661,-2.370457762,-2.572401965,-2.300214504
2004,1,1921587.53,-1921556.13,0.484791446,-1.211555499,-2.386608244,-2.364332949,-2.566288217,-2.293827143
2004,2,6.28,14.22,0.452451675,0.453968749,-2.460917075,-2.3642898,-2.56628267,-2.29382298
2004,3,0.00,16.60,0.430382735,0.484903549,-2.536060855,-2.36428963,-2.566282644,-2.293822964
2004,4,0.00,37.40,0.145272816,0.452474156,-1.21116809,-2.36428963,-2.566282644,-2.293822964
2004,5,0.00,24.10,0.467067512,0.48047922,0.454077878,-2.364289558,-2.566282624,-2.293822921
2004,6,100036.39,-99972.59,0.516156493,0.5177397,0.519540428,-2.364236914,-2.566281639,-2.2938129
2004,7,366923.18,-366822.78,0.57689916,0.578436624,0.587425729,-2.375128311,-2.567395004,-2.293638471
2004,8,3978230511.00,-3978230445.00,0.731138477,0.716512708,0.716546802,-2.381417342,-2.573523997,-2.298923443
2004,9,122259000000.00,-122000000000.00,0.740214695,0.925319412,0.926479803,-2.376369556,-2.533282403,-2.296492607
2004,10,3722780000000.00,-3720000000000.00,0.064186913,0.649952207,0.727911178,0.274948106,-2.045352098,-2.253552047
2004,11,622159000000.00,-622000000000.00,0.380278753,0.507076524,0.895086569,1.000061782,-2.013833238,-2.250621885
2004,12,3686479499.00,-3686479478.00,0.536517481,0.323807202,0.999802681,1.012701228,-2.006385732,-2.256059294
2005,1,8060361.33,-8060322.13,0.484649188,0.478279565,0.910739374,0.997259149,-1.99833549,-2.249510618
2005,2,0.79,20.51,0.452451717,0.510261414,0.600480785,0.997223296,-1.998302215,-2.249504784
2005,3,0.00,26.60,0.430734914,0.484762253,0.343131201,0.997223067,-1.998302089,-2.249504763
2005,4,0.01,24.89,0.015316546,0.452474181,0.478273667,0.997223066,-1.998302089,-2.249504763
2005,5,0.04,43.06,0.467073348,0.480481602,0.510369801,0.997220796,-1.998302281,-2.249504734
2005,6,2.69,77.41,0.516199214,0.517782214,0.51943032,0.996415963,-1.998318006,-2.249496405
2005,7,141356.21,-141329.51,0.576899631,0.578437294,0.587426398,1.032358502,-2.012618782,-2.249839593
2005,8,2010224527.00,-2010224451.00,0.732217718,0.71711097,0.717145093,1.033018736,-2.018620024,-2.255156313
2005,9,350057000000.00,-350000000000.00,0.658182951,0.892267733,0.893445985,0.960241582,-2.011570369,-2.242608527
2005,10,377496000000000.00,-377000000000000.00,-2.262977488,-1.903140576,-1.836270734,-1.775653352,-1.305387167,-2.290244558
2005,11,1461650000000.00,-1460000000000.00,0.064600587,-1.985497356,-1.795491245,-1.776818376,-1.274139476,-2.288571908
2005,12,364306000000.00,-364000000000.00,-0.071026254,-2.074842372,-1.775441616,-1.760992732,-1.250253709,-2.29435722
2006,1,12050.15,-12010.85,0.484835703,0.161514997,-1.807415905,-1.753639008,-1.240204522,-2.287948467
2006,2,5.10,13.80,0.452451672,-0.127737717,-1.924607777,-1.753548599,-1.240133352,-2.287944083
2006,3,0.00,27.60,0.430770142,0.484947508,-2.050896479,-1.753548244,-1.240133092,-2.287944066
2006,4,0.00,17.00,-0.054827967,0.452474091,0.161600193,-1.753548244,-1.240133092,-2.287944066
2006,5,0.00,31.90,0.467069913,0.480478988,-0.127628905,-1.753548094,-1.240133597,-2.287944025
2006,6,2.29,9.81,0.516199185,0.517782177,0.519577073,-1.753453927,-1.240190005,-2.287934226
2006,7,11837856.12,-11837798.42,0.576875206,0.578413217,0.587402381,-1.777770464,-1.272237453,-2.287828149
2006,8,3421073911.00,-3421073865.00,0.73144387,0.716678554,0.716712656,-1.773638456,-1.276980157,-2.293131185
2006,9,14686400000000.00,-14700000000000.00,-1.003516716,-0.219075709,-0.217745769,-1.791911952,-1.292625706,-2.255024912
2006,10,41221700000000.00,-41200000000000.00,-1.171489897,-0.707170682,-0.572868189,-0.415353424,-1.370672879,-1.829691613
2006,11,4531550000000.00,-4530000000000.00,-0.581311086,-0.891037507,-0.51855232,-0.46435391,-1.380030747,-1.805170905
2006,12,444378086.30,-444378045.10,0.544874848,-0.883381446,-0.45488459,-0.420973981,-1.357875783,-1.805706816
2007,1,6061498.23,-6061472.23,0.484695505,-0.296891177,-0.536988858,-0.414871381,-1.348006088,-1.797549583
2007,2,339.97,-306.07,0.452449543,0.519528173,-0.767779079,-0.414708034,-1.34793999,-1.797526188
2007,3,0.00,21.80,0.430565845,0.48480825,-0.843570745,-0.414707407,-1.347939748,-1.797526105
2007,4,0.00,3.70,-0.15766123,0.452471835,-0.296683879,-0.414707407,-1.347939748,-1.797526105
2007,5,0.00,30.70,0.467069544,0.480476049,0.519636425,-0.414707493,-1.347940208,-1.797526233
2007,6,7519.85,-7509.75,0.516195974,0.517778975,0.51946662,-0.414676269,-1.347989049,-1.797538214
2007,7,286064.01,-286043.71,0.576899329,0.578436981,0.587426084,-0.456986113,-1.377685067,-1.803499621
2007,8,279493741.40,-279493663.20,0.733168038,0.717637319,0.717671467,-0.431772774,-1.382735539,-1.808914397
2007,9,7568290000000.00,-7570000000000.00,-0.549214692,0.179927476,0.181296155,-0.339929241,-1.382211489,-1.804823724
2007,10,229117000000000.00,-229000000000000.00,-2.042663815,-1.636617912,-1.552699498,-1.481212638,-1.070868796,-1.196695319
2007,11,20285000000000.00,-20300000000000.00,-1.562652346,-1.77547467,-1.550387792,-1.525077558,-1.124087014,-1.196803019
2007,12,70838464254.00,-70838464177.00,0.380869994,-1.863209134,-1.522573909,-1.503760583,-1.09535951,-1.189544195
2008,1,4966990.77,-4966932.67,0.484720869,-1.269531051,-1.564136395,-1.496023723,-1.085152656,-1.179753046
2008,2,1.78,58.32,0.452451969,0.340734901,-1.70170518,-1.495913146,-1.085074651,-1.17970584
2008,3,0.00,21.70,0.430562323,0.484833451,-1.835937259,-1.495912713,-1.085074368,-1.179705675
2008,4,0.00,26.30,0.028683266,0.452474409,-1.26913533,-1.495912713,-1.085074368,-1.179705675
2008,5,0.00,36.90,0.467071453,0.480480205,0.340845093,-1.495912547,-1.085074935,-1.17970603
2008,6,0.03,16.57,0.516199188,0.517782186,0.519486721,-1.495807051,-1.08514347,-1.179758001
2008,7,924.99,-888.89,0.576899924,0.578437583,0.587426686,-1.525704854,-1.120340284,-1.194224626
2008,8,49839568.53,-49839514.03,0.733294222,0.717707281,0.717741432,-1.516935103,-1.124524141,-1.198717494
2008,9,660379000000.00,-660000000000.00,0.556433446,0.848829836,0.850030231,-1.493517367,-1.073357522,-1.186365329
2008,10,76580700000000.00,-76600000000000.00,-1.506323906,-0.925288381,-0.799701533,-0.82286418,-1.172190832,-1.282514299
2008,11,4738850000000.00,-4740000000000.00,-0.610470736,-1.088797247,-0.745974257,-0.69568198,-1.176028305,-1.285054821
2008,12,33178207095.00,-33178207035.00,0.464322963,-1.234854415,-0.690722585,-0.659057028,-1.149292341,-1.278988817
2009,1,30982159895.00,-30982159835.00,-0.004533509,-0.331467143,-0.765028267,-0.652205112,-1.139200188,-1.269389152
2009,2,4389.36,-4366.06,0.452422512,0.355958364,-0.975410672,-0.652045075,-1.139124493,-1.269345209
2009,3,162.70,-143.80,0.424759564,-0.002075623,-1.198586409,-0.652044456,-1.139124217,-1.269345055
2009,4,0.00,13.10,-0.086788554,0.452443787,-0.331251348,-0.652044456,-1.139124217,-1.269345055
2009,5,1325023645.00,-1325023601.00,-2.802191098,-2.571778064,0.353024893,-0.652056973,-1.139127957,-1.269346815
2009,6,0.01,55.99,0.516199205,0.102517365,0.094057525,-0.651984291,-1.139192092,-1.269391924
2009,7,48.26,6.54,0.576899926,0.575714979,0.584710899,-0.694317575,-1.17332728,-1.282592874
2009,8,8380.89,-8365.99,0.733321605,0.717722443,0.717353506,-0.671691529,-1.177726493,-1.287333598
2009,9,408482211.90,-408482187.30,0.787076608,0.944221155,0.945170155,-0.66619885,-1.1453802,-1.274504977
2009,10,22919216297.00,-22919216284.00,0.578008249,0.941330668,0.971459555,1.003922468,-0.162130354,-0.698849279
2009,11,3235870000000.00,-3240000000000.00,-0.367998045,0.594068313,0.969383519,1.074463365,-0.016881507,-0.700723557
2009,12,3466930000000.00,-3470000000000.00,-1.278017719,0.166875214,0.87204197,0.888484799,-0.006964424,-0.693560459
2010,1,1185690000000.00,-1190000000000.00,-1.741497553,-0.643853347,0.717017238,0.820378578,-0.012039314,-0.68649706
2010,2,160719537.90,-160719529.70,-0.181927303,-1.452208923,0.411204344,0.820389224,-0.011948961,-0.686435395
2010,3,0.57,3.03,0.429905222,-1.738375124,0.127381927,0.820389223,-0.01194865,-0.686435179
2010,4,0.00,49.90,0.308013851,-0.181587062,-0.643579824,0.820389222,-0.01194865,-0.686435179
2010,5,0.00,7.20,0.467062309,0.480476618,-1.452137248,0.820449989,-0.011949484,-0.686435704
2010,6,0.00,41.10,0.516199199,0.517782194,-1.620051917,0.819833608,-0.012148654,-0.686532568
2010,7,1.31,53.59,0.576899926,0.578437585,0.587096745,0.83461855,-0.052403326,-0.707754893
2010,8,7354.42,-7292.22,0.733321605,0.717722444,0.717756596,0.844327472,-0.047795964,-0.709917786
