crn,primary_coef,primary_significant,secondary_coef,secondary_significant,primary_coef_1,primary_significant_1,secondary_coef_1,secondary_significant_1,primary_coef_2,primary_significant_2,secondary_coef_2,secondary_significant_2
LCUr,0.057375647,FALSE,-0.048451599,FALSE,0.024309857,FALSE,-0.023392657,FALSE,-0.146423349,FALSE,0.027548619,FALSE
LCUr,-3.73E-05,FALSE,-0.01177052,FALSE,-0.134368421,FALSE,0.049563117,FALSE,-0.207404434,FALSE,-0.047660755,FALSE
LCUr,-0.009378936,FALSE,-0.007031007,FALSE,-0.192041621,FALSE,0.043959255,FALSE,-0.203940486,FALSE,-0.120179229,FALSE
LCUr,-0.261131706,TRUE,0.126469615,FALSE,-0.284833013,TRUE,0.015708971,FALSE,-0.167388183,FALSE,-0.109303749,FALSE
LCUr,-0.139378582,FALSE,-0.09186738,FALSE,-0.170260424,FALSE,-0.10015553,FALSE,-0.090454803,FALSE,-0.096087174,FALSE
LCUr,-0.15477968,FALSE,-0.009160129,FALSE,-0.090736856,FALSE,-0.066487742,FALSE,-0.078556559,FALSE,-0.086921918,FALSE
LCUr,-0.047771218,FALSE,-0.103318889,FALSE,0.035361022,FALSE,-0.084773906,FALSE,0.033089805,FALSE,-0.106952438,FALSE
LCUr,0.023159853,FALSE,-0.053269623,FALSE,0.038215881,FALSE,-0.066517695,FALSE,0.09671721,FALSE,-0.133727127,FALSE
LCUr,0.085079955,FALSE,-0.085563669,FALSE,-0.027633004,FALSE,-0.094942692,FALSE,0.132659612,FALSE,-0.193527288,FALSE
LCUr,-0.070232699,FALSE,-0.057387124,FALSE,0.010903495,FALSE,-0.125248689,FALSE,0.139170071,FALSE,-0.144097795,FALSE
LCUr,-0.091778032,FALSE,-0.127181831,FALSE,0.085638726,FALSE,-0.206002716,FALSE,0.211685701,FALSE,-0.088444409,FALSE
LCUr,0.125464155,FALSE,-0.146034355,FALSE,0.173759244,FALSE,-0.063690885,FALSE,0.252049636,TRUE,-0.025557222,FALSE
LCUr,0.09428693,FALSE,-0.094969329,FALSE,0.185630521,FALSE,-0.020590069,FALSE,0.238391706,TRUE,0.006238259,FALSE
MLUr,-0.071869275,FALSE,-0.047461805,FALSE,0.100409301,FALSE,-0.100149462,FALSE,0.2718326,TRUE,-0.116825973,FALSE
MLUr,0.103511561,FALSE,-0.083004156,FALSE,0.334285474,TRUE,-0.170126221,TRUE,0.363281695,TRUE,-0.121824491,FALSE
MLUr,0.188165435,FALSE,-0.099675363,FALSE,0.426672502,TRUE,-0.160316965,TRUE,0.36828057,TRUE,-0.009818044,FALSE
MLUr,0.35493031,TRUE,-0.183668159,TRUE,0.345398593,TRUE,-0.090285224,FALSE,0.341062801,TRUE,0.19937261,TRUE
MLUr,0.281319907,FALSE,0.001689209,FALSE,0.240813797,FALSE,0.091395792,FALSE,0.248125045,TRUE,0.196847795,TRUE
MLUr,0.029508224,FALSE,0.048166966,FALSE,0.071825521,FALSE,0.088349902,FALSE,0.169201959,FALSE,0.137751217,TRUE
MLUr,0.146880415,FALSE,0.09199465,FALSE,0.120893211,FALSE,0.108381727,FALSE,0.106599096,FALSE,0.103474047,FALSE
MLUr,-0.023090599,FALSE,0.078338904,FALSE,0.125597154,FALSE,0.118133434,FALSE,0.057538253,FALSE,0.084458298,FALSE
MLUr,0.103561029,FALSE,0.136259554,FALSE,0.182559939,FALSE,0.132698017,TRUE,0.075862138,FALSE,0.054019127,FALSE
MLUr,0.1475527,FALSE,0.133211074,TRUE,0.040079406,FALSE,0.083486707,FALSE,0.051796667,FALSE,-0.038432102,FALSE
MLUr,0.072563374,FALSE,0.061268242,FALSE,-0.049788036,FALSE,0.028720252,FALSE,-0.070578002,FALSE,-0.15253831,TRUE
MLUr,-0.166410742,FALSE,0.059867372,FALSE,-0.062735256,FALSE,-0.122512862,FALSE,-0.163045267,FALSE,-0.182013368,TRUE
MLUr,0.008975593,FALSE,-0.110516662,FALSE,0.034618405,FALSE,-0.174573087,TRUE,-0.11316767,FALSE,-0.171521812,TRUE
MLUr,0.011659329,FALSE,-0.204222498,TRUE,-0.057823043,FALSE,-0.154863454,TRUE,-0.179637783,FALSE,-0.166672267,TRUE
VMUr,-0.085911085,FALSE,-0.057442631,FALSE,0.059668087,FALSE,-0.033471192,FALSE,0.349665057,TRUE,-0.023850204,FALSE
VMUr,0.099573353,FALSE,-0.013591016,FALSE,0.305452723,TRUE,-0.066830027,FALSE,0.458865379,TRUE,-0.001523835,FALSE
VMUr,0.120529419,FALSE,-0.014663645,FALSE,0.477703434,TRUE,-0.056937765,FALSE,0.551168137,TRUE,0.163417722,FALSE
VMUr,0.366967291,TRUE,-0.070187172,FALSE,0.519364173,TRUE,0.018200179,FALSE,0.586447722,TRUE,0.321566094,TRUE
VMUr,0.439771477,TRUE,0.092456937,FALSE,0.442054766,TRUE,0.253325193,TRUE,0.529021879,TRUE,0.20141946,TRUE
VMUr,0.245426768,TRUE,0.178915858,FALSE,0.304627811,TRUE,0.130117636,FALSE,0.444211341,TRUE,0.085163053,FALSE
VMUr,0.165507578,FALSE,0.109554277,FALSE,0.30276242,TRUE,0.059982443,FALSE,0.377137918,TRUE,0.010555111,FALSE
VMUr,0.184101868,FALSE,0.002862139,FALSE,0.337828096,TRUE,0.013051284,FALSE,0.354302965,TRUE,-0.049490549,FALSE
VMUr,0.191568893,FALSE,0.044217513,FALSE,0.359742644,TRUE,0.011631084,FALSE,0.32866678,TRUE,-0.087791985,TRUE
VMUr,0.252388606,TRUE,-0.023106827,FALSE,0.286203637,TRUE,-0.070584386,FALSE,0.27121297,TRUE,-0.179607399,TRUE
VMUr,0.219997413,FALSE,-0.096156238,TRUE,0.160491869,FALSE,-0.119896641,TRUE,0.11595692,FALSE,-0.141849548,FALSE
VMUr,-0.004797611,FALSE,-0.041484727,FALSE,0.095306826,FALSE,-0.115541138,FALSE,0.051638275,FALSE,-0.07366213,FALSE
VMUr,0.113277509,FALSE,-0.074968242,FALSE,0.131400957,FALSE,-0.064056626,FALSE,0.090640866,FALSE,-0.044582478,FALSE
VMUr,0.054185014,FALSE,-0.074593818,FALSE,0.030429594,FALSE,-0.034321967,FALSE,-0.018018375,FALSE,-0.003005775,FALSE
