age_CE,HMSM01B_raw,HMSM02B_raw,HMSM03A_raw,HMSM04B_raw,HMSM05B_raw,HMSM06A_raw,HMSM07A_raw,HMSM08B_raw,HMSM09A_raw,HMSM11A_raw,HMSM12A_raw,HMSM13A_raw,HMSM14A_raw,HMSM15B_raw,HMSM16B_raw,HMSM17A_raw,HMSM18A_raw,HMSM19B_raw,HMSM20B_raw,HMSM01B_raw_outlier_flag,HMSM02B_raw_outlier_flag,HMSM03A_raw_outlier_flag,HMSM04B_raw_outlier_flag,HMSM05B_raw_outlier_flag,HMSM06A_raw_outlier_flag,HMSM07A_raw_outlier_flag,HMSM08B_raw_outlier_flag,HMSM09A_raw_outlier_flag,HMSM11A_raw_outlier_flag,HMSM12A_raw_outlier_flag,HMSM13A_raw_outlier_flag,HMSM14A_raw_outlier_flag,HMSM15B_raw_outlier_flag,HMSM16B_raw_outlier_flag,HMSM17A_raw_outlier_flag,HMSM18A_raw_outlier_flag,HMSM19B_raw_outlier_flag,HMSM20B_raw_outlier_flag
1627,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1628,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1629,NA,NA,NA,NA,NA,NA,NA,1.56,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1630,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1631,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1632,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1633,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1634,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1635,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1636,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1637,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1638,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1639,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1640,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1641,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1642,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1643,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1644,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1645,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1646,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1647,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1648,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1649,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1650,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1651,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1652,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1653,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1654,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1655,NA,NA,NA,NA,NA,NA,1.43,0.98,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1656,NA,NA,NA,NA,NA,NA,1.51,1.06,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1657,NA,NA,NA,NA,NA,NA,1.43,1.02,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1658,NA,NA,NA,NA,NA,NA,1.1,0.99,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1659,NA,NA,NA,NA,NA,NA,1.12,0.85,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1660,NA,NA,NA,NA,NA,NA,1.27,0.85,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1661,NA,NA,NA,NA,NA,NA,1.48,0.86,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1662,NA,NA,NA,NA,NA,NA,0.9,0.46,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1663,NA,NA,NA,NA,NA,NA,0.73,0.35,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1664,NA,NA,NA,NA,NA,NA,0.91,0.61,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1665,NA,NA,NA,NA,NA,NA,1,0.6,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1666,NA,NA,NA,NA,NA,NA,0.91,0.58,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1667,NA,NA,NA,NA,NA,NA,1.2,0.6,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1668,NA,NA,NA,NA,NA,NA,0.81,0.26,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1669,NA,NA,NA,NA,NA,NA,0.65,0.6,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1670,NA,NA,NA,NA,NA,NA,1.23,0.72,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1671,NA,NA,NA,0.76,NA,NA,0.93,0.71,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,0.38,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1672,NA,NA,NA,0.76,NA,NA,0.62,0.25,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,0.31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1673,NA,NA,NA,0.91,NA,NA,0.87,0.54,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.36,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1674,NA,NA,NA,0.79,NA,1.54,0.85,0.49,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.29,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1675,NA,NA,NA,0.83,NA,1.56,0.94,0.52,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,0.14,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1676,NA,NA,NA,0.55,0.39,1.18,0.71,0.4,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,0.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1677,NA,NA,NA,0.73,0.58,1.68,0.99,0.83,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,0.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1678,NA,NA,NA,0.64,0.61,1.69,0.88,0.79,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1679,NA,NA,NA,0.7,0.8,1.96,0.85,0.63,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,0.37,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE
1680,NA,NA,NA,0.62,0.99,1.63,0.96,0.61,NA,NA,NA,0.46,0.8,NA,NA,NA,NA,NA,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1681,NA,NA,NA,0.62,1.21,1.66,0.94,0.89,NA,NA,NA,0.57,0.81,NA,NA,NA,NA,NA,0.4,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1682,NA,NA,NA,0.74,1.38,1.56,0.91,0.79,NA,NA,NA,0.52,0.81,NA,NA,NA,NA,NA,0.37,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1683,NA,NA,NA,0.8,1.38,1.46,0.81,0.67,NA,NA,NA,0.51,0.79,NA,NA,NA,NA,NA,0.35,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1684,NA,NA,NA,0.46,0.5,0.76,0.38,0.32,NA,NA,NA,0.33,0.5,NA,NA,NA,NA,NA,0.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1685,NA,NA,NA,0.47,0.56,1.16,0.39,0.36,NA,NA,NA,0.5,1.07,NA,NA,NA,NA,NA,0.32,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1686,NA,NA,NA,0.41,0.69,1.25,0.4,0.46,NA,NA,NA,0.58,0.99,NA,NA,NA,NA,NA,0.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1687,NA,NA,NA,0.68,0.66,1.15,0.54,0.5,NA,NA,NA,0.59,1.02,NA,NA,NA,NA,NA,0.56,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1688,NA,NA,NA,0.37,0.61,0.88,0.18,0.2,NA,NA,NA,0.44,0.71,NA,NA,NA,NA,NA,0.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1689,NA,NA,NA,0.41,1.23,1.29,0.14,0.24,NA,NA,NA,0.4,0.83,NA,NA,NA,NA,NA,0.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1690,NA,NA,NA,0.28,1.25,1.04,0.17,0.25,NA,NA,NA,0.4,1.01,NA,NA,NA,NA,NA,0.38,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1691,NA,NA,NA,0.34,0.64,0.72,0.2,0.16,NA,NA,NA,0.34,0.8,NA,NA,NA,NA,NA,0.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1692,NA,NA,NA,0.45,1.03,1.41,0.74,0.56,NA,NA,NA,0.47,0.96,NA,NA,NA,NA,NA,0.45,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1693,NA,NA,NA,0.39,1.19,1.16,0.47,0.48,NA,NA,NA,0.4,0.84,NA,NA,0.52,NA,NA,0.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1694,NA,NA,NA,0.61,0.96,1.29,0.58,0.55,NA,NA,NA,0.41,1.04,NA,NA,0.49,NA,NA,0.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1695,NA,NA,NA,0.52,0.64,1.2,0.54,0.51,NA,NA,NA,0.32,0.76,NA,NA,0.33,NA,NA,0.39,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1696,NA,NA,NA,0.29,0.27,1.14,0.21,0.25,NA,NA,NA,0.14,0.29,NA,NA,0.19,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1697,NA,NA,NA,0.45,0.47,0.89,0.11,0.48,NA,NA,NA,0.26,0.27,NA,NA,0.12,NA,NA,0.13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1698,NA,NA,NA,0.55,0.86,1.21,0.42,0.64,NA,NA,NA,0.5,0.48,NA,NA,0.53,NA,NA,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1699,NA,NA,NA,0.42,1.08,1.05,0.39,0.43,NA,NA,NA,0.43,0.49,NA,NA,0.44,NA,NA,0.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1700,NA,NA,NA,0.47,0.69,0.99,0.3,0.46,NA,NA,NA,0.47,0.49,NA,NA,0.4,NA,NA,0.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1701,NA,NA,NA,0.4,0.77,1.01,0.15,0.29,NA,NA,NA,0.36,0.35,NA,NA,0.14,NA,NA,0.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1702,NA,NA,NA,0.36,0.69,1.07,0.28,0.43,NA,NA,NA,0.42,0.43,NA,NA,0.22,NA,NA,0.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1703,NA,NA,NA,0.43,0.6,0.85,0.48,0.58,NA,NA,NA,0.39,0.39,NA,NA,0.21,NA,NA,0.39,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
