"","years","Tag","Ring_width(mm)"
"47466",1957,"2914491010690-2914500010690",2.15
"47467",1958,"2914491010690-2914500010690",2.27
"47468",1959,"2914491010690-2914500010690",1.48
"47469",1960,"2914491010690-2914500010690",2.25
"47470",1961,"2914491010690-2914500010690",1.56
"47471",1962,"2914491010690-2914500010690",1.93
"47472",1963,"2914491010690-2914500010690",1.81
"47473",1964,"2914491010690-2914500010690",1.78
"47474",1965,"2914491010690-2914500010690",1.53
"47475",1966,"2914491010690-2914500010690",1.49
"47476",1967,"2914491010690-2914500010690",1.35
"47477",1968,"2914491010690-2914500010690",1.14
"47478",1969,"2914491010690-2914500010690",1.27
"47479",1970,"2914491010690-2914500010690",1.44
"47480",1971,"2914491010690-2914500010690",1.64
"47481",1972,"2914491010690-2914500010690",1.39
"47482",1973,"2914491010690-2914500010690",1.26
"47483",1974,"2914491010690-2914500010690",1.3
"47484",1975,"2914491010690-2914500010690",1.54
"47485",1976,"2914491010690-2914500010690",1.69
"47486",1977,"2914491010690-2914500010690",1.2
"47487",1978,"2914491010690-2914500010690",1.15
"47488",1979,"2914491010690-2914500010690",1.19
"47489",1980,"2914491010690-2914500010690",1.51
"47490",1981,"2914491010690-2914500010690",1.4
"47491",1982,"2914491010690-2914500010690",1.45
"47492",1983,"2914491010690-2914500010690",1.46
"47493",1984,"2914491010690-2914500010690",1.62
"47494",1985,"2914491010690-2914500010690",1.19
"47495",1986,"2914491010690-2914500010690",1.41
"47496",1987,"2914491010690-2914500010690",1.52
"47497",1988,"2914491010690-2914500010690",1.37
"47498",1989,"2914491010690-2914500010690",1.15
"47499",1990,"2914491010690-2914500010690",1.16
"47500",1991,"2914491010690-2914500010690",1.19
"47501",1992,"2914491010690-2914500010690",1.22
"47502",1993,"2914491010690-2914500010690",0.71
"47503",1900,"2914920010690-2914934010690",0.97
"47504",1901,"2914920010690-2914934010690",1.09
"47505",1902,"2914920010690-2914934010690",0.86
"47506",1903,"2914920010690-2914934010690",0.96
"47507",1904,"2914920010690-2914934010690",0.72
"47508",1905,"2914920010690-2914934010690",0.66
"47509",1906,"2914920010690-2914934010690",0.78
"47510",1907,"2914920010690-2914934010690",0.99
"47511",1908,"2914920010690-2914934010690",1.38
"47512",1909,"2914920010690-2914934010690",1.1
"47513",1910,"2914920010690-2914934010690",1
"47514",1911,"2914920010690-2914934010690",0.92
"47515",1912,"2914920010690-2914934010690",1.24
"47516",1913,"2914920010690-2914934010690",1.08
"47517",1914,"2914920010690-2914934010690",1.32
"47518",1915,"2914920010690-2914934010690",0.66
"47519",1916,"2914920010690-2914934010690",0.53
"47520",1917,"2914920010690-2914934010690",0.4
"47521",1918,"2914920010690-2914934010690",0.38
"47522",1919,"2914920010690-2914934010690",0.48
"47523",1920,"2914920010690-2914934010690",0.43
"47524",1921,"2914920010690-2914934010690",0.98
"47525",1922,"2914920010690-2914934010690",0.94
"47526",1923,"2914920010690-2914934010690",0.6
"47527",1924,"2914920010690-2914934010690",0.36
"47528",1925,"2914920010690-2914934010690",0.52
"47529",1926,"2914920010690-2914934010690",0.47
"47530",1927,"2914920010690-2914934010690",0.79
"47531",1928,"2914920010690-2914934010690",0.8
"47532",1929,"2914920010690-2914934010690",0.94
"47533",1930,"2914920010690-2914934010690",0.81
"47534",1931,"2914920010690-2914934010690",0.61
"47535",1932,"2914920010690-2914934010690",0.7
"47536",1933,"2914920010690-2914934010690",0.91
"47537",1934,"2914920010690-2914934010690",0.37
"47538",1935,"2914920010690-2914934010690",0.65
"47539",1936,"2914920010690-2914934010690",1.13
"47540",1937,"2914920010690-2914934010690",1.48
"47541",1938,"2914920010690-2914934010690",1.01
"47542",1939,"2914920010690-2914934010690",0.74
"47543",1940,"2914920010690-2914934010690",0.95
"47544",1941,"2914920010690-2914934010690",0.91
"47545",1942,"2914920010690-2914934010690",0.81
"47546",1943,"2914920010690-2914934010690",0.67
"47547",1944,"2914920010690-2914934010690",0.83
"47548",1945,"2914920010690-2914934010690",0.9
"47549",1946,"2914920010690-2914934010690",0.75
"47550",1947,"2914920010690-2914934010690",0.97
"47551",1948,"2914920010690-2914934010690",1.02
"47552",1949,"2914920010690-2914934010690",1.01
"47553",1950,"2914920010690-2914934010690",0.8
"47554",1951,"2914920010690-2914934010690",0.75
"47555",1952,"2914920010690-2914934010690",1.01
"47556",1953,"2914920010690-2914934010690",0.79
"47557",1954,"2914920010690-2914934010690",0.8
"47558",1955,"2914920010690-2914934010690",0.75
"47559",1956,"2914920010690-2914934010690",0.73
"47560",1957,"2914920010690-2914934010690",0.98
"47561",1958,"2914920010690-2914934010690",0.72
"47562",1959,"2914920010690-2914934010690",0.56
"47563",1960,"2914920010690-2914934010690",0.72
"47564",1961,"2914920010690-2914934010690",0.61
"47565",1962,"2914920010690-2914934010690",1
"47566",1963,"2914920010690-2914934010690",0.56
"47567",1964,"2914920010690-2914934010690",0.75
"47568",1965,"2914920010690-2914934010690",1.28
"47569",1966,"2914920010690-2914934010690",0.71
"47570",1967,"2914920010690-2914934010690",1.11
"47571",1968,"2914920010690-2914934010690",1.02
"47572",1969,"2914920010690-2914934010690",1.33
"47573",1970,"2914920010690-2914934010690",0.82
"47574",1971,"2914920010690-2914934010690",0.96
"47575",1972,"2914920010690-2914934010690",0.82
"47576",1973,"2914920010690-2914934010690",0.77
"47577",1974,"2914920010690-2914934010690",0.76
"47578",1975,"2914920010690-2914934010690",0.87
"47579",1976,"2914920010690-2914934010690",0.7
"47580",1977,"2914920010690-2914934010690",0.22
"47581",1978,"2914920010690-2914934010690",0.9
"47582",1979,"2914920010690-2914934010690",0.77
"47583",1980,"2914920010690-2914934010690",0.69
"47584",1981,"2914920010690-2914934010690",0.84
"47585",1982,"2914920010690-2914934010690",1
"47586",1983,"2914920010690-2914934010690",1.21
"47587",1984,"2914920010690-2914934010690",1.32
"47588",1985,"2914920010690-2914934010690",1.1
"47589",1986,"2914920010690-2914934010690",1.32
"47590",1987,"2914920010690-2914934010690",0.65
"47591",1988,"2914920010690-2914934010690",0.93
"47592",1989,"2914920010690-2914934010690",0.64
"47593",1990,"2914920010690-2914934010690",0.42
"47594",1991,"2914920010690-2914934010690",0.63
"47595",1992,"2914920010690-2914934010690",0.69
"47596",1993,"2914920010690-2914934010690",0.83
"47597",1937,"2915283010690-2915291010690",1.4
"47598",1938,"2915283010690-2915291010690",1.75
"47599",1939,"2915283010690-2915291010690",0.75
"47600",1940,"2915283010690-2915291010690",1.71
"47601",1941,"2915283010690-2915291010690",0.84
"47602",1942,"2915283010690-2915291010690",1.25
"47603",1943,"2915283010690-2915291010690",1.42
"47604",1944,"2915283010690-2915291010690",1.7
"47605",1945,"2915283010690-2915291010690",1.55
"47606",1946,"2915283010690-2915291010690",1.9
"47607",1947,"2915283010690-2915291010690",1.7
"47608",1948,"2915283010690-2915291010690",1.59
"47609",1949,"2915283010690-2915291010690",1.37
"47610",1950,"2915283010690-2915291010690",1.31
"47611",1951,"2915283010690-2915291010690",1.17
"47612",1952,"2915283010690-2915291010690",1.28
"47613",1953,"2915283010690-2915291010690",0.81
"47614",1954,"2915283010690-2915291010690",0.25
"47615",1955,"2915283010690-2915291010690",0.21
"47616",1956,"2915283010690-2915291010690",0.66
"47617",1957,"2915283010690-2915291010690",0.99
"47618",1958,"2915283010690-2915291010690",1.14
"47619",1959,"2915283010690-2915291010690",1.1
"47620",1960,"2915283010690-2915291010690",1.05
"47621",1961,"2915283010690-2915291010690",1.28
"47622",1962,"2915283010690-2915291010690",1.62
"47623",1963,"2915283010690-2915291010690",1.55
"47624",1964,"2915283010690-2915291010690",1.56
"47625",1965,"2915283010690-2915291010690",1.42
"47626",1966,"2915283010690-2915291010690",1.48
"47627",1967,"2915283010690-2915291010690",1.2
"47628",1968,"2915283010690-2915291010690",1.64
"47629",1969,"2915283010690-2915291010690",2.04
"47630",1970,"2915283010690-2915291010690",1.48
"47631",1971,"2915283010690-2915291010690",0.83
"47632",1972,"2915283010690-2915291010690",0.45
"47633",1973,"2915283010690-2915291010690",1.07
"47634",1974,"2915283010690-2915291010690",1.47
"47635",1975,"2915283010690-2915291010690",1.84
"47636",1976,"2915283010690-2915291010690",0.81
"47637",1977,"2915283010690-2915291010690",1.44
"47638",1978,"2915283010690-2915291010690",0.72
"47639",1979,"2915283010690-2915291010690",1.12
"47640",1980,"2915283010690-2915291010690",1.79
"47641",1981,"2915283010690-2915291010690",2.12
"47642",1982,"2915283010690-2915291010690",1.53
"47643",1983,"2915283010690-2915291010690",2.06
"47644",1984,"2915283010690-2915291010690",1.6
"47645",1985,"2915283010690-2915291010690",1.9
"47646",1986,"2915283010690-2915291010690",1.58
"47647",1987,"2915283010690-2915291010690",1.11
"47648",1988,"2915283010690-2915291010690",1.01
"47649",1989,"2915283010690-2915291010690",0.93
"47650",1990,"2915283010690-2915291010690",0.9
"47651",1991,"2915283010690-2915291010690",1.03
"47652",1992,"2915283010690-2915291010690",1.2
"47653",1943,"2917415010690-2917423010690",2.47
"47654",1944,"2917415010690-2917423010690",3.12
"47655",1945,"2917415010690-2917423010690",3.52
"47656",1946,"2917415010690-2917423010690",3.57
"47657",1947,"2917415010690-2917423010690",4.07
"47658",1948,"2917415010690-2917423010690",4.17
"47659",1949,"2917415010690-2917423010690",3.86
"47660",1950,"2917415010690-2917423010690",4
"47661",1951,"2917415010690-2917423010690",3.79
"47662",1952,"2917415010690-2917423010690",3.34
"47663",1953,"2917415010690-2917423010690",3.18
"47664",1954,"2917415010690-2917423010690",3.22
"47665",1955,"2917415010690-2917423010690",2.49
"47666",1956,"2917415010690-2917423010690",2.79
"47667",1957,"2917415010690-2917423010690",2.64
"47668",1958,"2917415010690-2917423010690",2.21
"47669",1959,"2917415010690-2917423010690",2.33
"47670",1960,"2917415010690-2917423010690",2.19
"47671",1961,"2917415010690-2917423010690",1.4
"47672",1962,"2917415010690-2917423010690",1.72
"47673",1963,"2917415010690-2917423010690",2.2
"47674",1964,"2917415010690-2917423010690",2.58
"47675",1965,"2917415010690-2917423010690",2.76
"47676",1966,"2917415010690-2917423010690",2.27
"47677",1967,"2917415010690-2917423010690",1.93
"47678",1968,"2917415010690-2917423010690",2.23
"47679",1969,"2917415010690-2917423010690",2.69
"47680",1970,"2917415010690-2917423010690",1.79
"47681",1971,"2917415010690-2917423010690",2.23
"47682",1972,"2917415010690-2917423010690",1.95
"47683",1973,"2917415010690-2917423010690",2.05
"47684",1974,"2917415010690-2917423010690",2.14
"47685",1975,"2917415010690-2917423010690",2.26
"47686",1976,"2917415010690-2917423010690",2.53
"47687",1977,"2917415010690-2917423010690",1.46
"47688",1978,"2917415010690-2917423010690",1.89
"47689",1979,"2917415010690-2917423010690",1.59
"47690",1980,"2917415010690-2917423010690",1.71
"47691",1981,"2917415010690-2917423010690",2.22
"47692",1982,"2917415010690-2917423010690",2.27
"47693",1983,"2917415010690-2917423010690",2.63
"47694",1984,"2917415010690-2917423010690",2.35
"47695",1985,"2917415010690-2917423010690",2.22
"47696",1986,"2917415010690-2917423010690",2.57
"47697",1987,"2917415010690-2917423010690",2.03
"47698",1988,"2917415010690-2917423010690",1.81
"47699",1989,"2917415010690-2917423010690",1.92
"47700",1990,"2917415010690-2917423010690",1.16
"47701",1923,"2917438010690-2917448010690",0.71
"47702",1924,"2917438010690-2917448010690",1.92
"47703",1925,"2917438010690-2917448010690",1.43
"47704",1926,"2917438010690-2917448010690",2.18
"47705",1927,"2917438010690-2917448010690",2.15
"47706",1928,"2917438010690-2917448010690",1.52
"47707",1929,"2917438010690-2917448010690",1.37
"47708",1930,"2917438010690-2917448010690",0.98
"47709",1931,"2917438010690-2917448010690",0.99
"47710",1932,"2917438010690-2917448010690",0.95
"47711",1933,"2917438010690-2917448010690",1.05
"47712",1934,"2917438010690-2917448010690",1.99
"47713",1935,"2917438010690-2917448010690",2.72
"47714",1936,"2917438010690-2917448010690",2.41
"47715",1937,"2917438010690-2917448010690",1.93
"47716",1938,"2917438010690-2917448010690",1.63
"47717",1939,"2917438010690-2917448010690",1.83
"47718",1940,"2917438010690-2917448010690",2.08
"47719",1941,"2917438010690-2917448010690",2.24
"47720",1942,"2917438010690-2917448010690",2.15
"47721",1943,"2917438010690-2917448010690",1.88
"47722",1944,"2917438010690-2917448010690",2.4
"47723",1945,"2917438010690-2917448010690",2.44
"47724",1946,"2917438010690-2917448010690",2.07
"47725",1947,"2917438010690-2917448010690",1.85
"47726",1948,"2917438010690-2917448010690",1.82
"47727",1949,"2917438010690-2917448010690",2.45
"47728",1950,"2917438010690-2917448010690",2.24
"47729",1951,"2917438010690-2917448010690",2.11
"47730",1952,"2917438010690-2917448010690",2.18
"47731",1953,"2917438010690-2917448010690",1.98
"47732",1954,"2917438010690-2917448010690",2.01
"47733",1955,"2917438010690-2917448010690",2.42
"47734",1956,"2917438010690-2917448010690",1.57
"47735",1957,"2917438010690-2917448010690",1.3
"47736",1958,"2917438010690-2917448010690",1.37
"47737",1959,"2917438010690-2917448010690",0.7
"47738",1960,"2917438010690-2917448010690",1.37
"47739",1961,"2917438010690-2917448010690",1.58
"47740",1962,"2917438010690-2917448010690",2.03
"47741",1963,"2917438010690-2917448010690",2.22
"47742",1964,"2917438010690-2917448010690",1.93
"47743",1965,"2917438010690-2917448010690",1.74
"47744",1966,"2917438010690-2917448010690",2.56
"47745",1967,"2917438010690-2917448010690",3.21
"47746",1968,"2917438010690-2917448010690",2.01
"47747",1969,"2917438010690-2917448010690",1.96
"47748",1970,"2917438010690-2917448010690",1.87
"47749",1971,"2917438010690-2917448010690",1.5
"47750",1972,"2917438010690-2917448010690",1.38
"47751",1973,"2917438010690-2917448010690",1.68
"47752",1974,"2917438010690-2917448010690",1.51
"47753",1975,"2917438010690-2917448010690",0.55
"47754",1976,"2917438010690-2917448010690",0.94
"47755",1977,"2917438010690-2917448010690",0.66
"47756",1978,"2917438010690-2917448010690",0.67
"47757",1979,"2917438010690-2917448010690",0.83
"47758",1980,"2917438010690-2917448010690",1.01
"47759",1981,"2917438010690-2917448010690",1.48
"47760",1982,"2917438010690-2917448010690",1.9
"47761",1983,"2917438010690-2917448010690",1.94
"47762",1984,"2917438010690-2917448010690",2
"47763",1985,"2917438010690-2917448010690",1.6
"47764",1986,"2917438010690-2917448010690",0.89
"47765",1987,"2917438010690-2917448010690",0.82
"47766",1988,"2917438010690-2917448010690",0.89
"47767",1989,"2917438010690-2917448010690",0.64
"47768",1990,"2917438010690-2917448010690",0.68
"47769",1869,"2917458010690-2917481010690",0.87
"47770",1870,"2917458010690-2917481010690",0.58
"47771",1871,"2917458010690-2917481010690",1.07
"47772",1872,"2917458010690-2917481010690",1.89
"47773",1873,"2917458010690-2917481010690",1.09
"47774",1874,"2917458010690-2917481010690",1.3
"47775",1875,"2917458010690-2917481010690",0.89
"47776",1876,"2917458010690-2917481010690",0.73
"47777",1877,"2917458010690-2917481010690",1.47
"47778",1878,"2917458010690-2917481010690",1.52
"47779",1879,"2917458010690-2917481010690",0.87
"47780",1880,"2917458010690-2917481010690",0.85
"47781",1881,"2917458010690-2917481010690",1.06
"47782",1882,"2917458010690-2917481010690",0.84
"47783",1883,"2917458010690-2917481010690",1.23
"47784",1884,"2917458010690-2917481010690",1.19
"47785",1885,"2917458010690-2917481010690",1.75
"47786",1886,"2917458010690-2917481010690",1.39
"47787",1887,"2917458010690-2917481010690",1.28
"47788",1888,"2917458010690-2917481010690",1.8
"47789",1889,"2917458010690-2917481010690",1.41
"47790",1890,"2917458010690-2917481010690",1.25
"47791",1891,"2917458010690-2917481010690",1.45
"47792",1892,"2917458010690-2917481010690",1.54
"47793",1893,"2917458010690-2917481010690",1.39
"47794",1894,"2917458010690-2917481010690",1.18
"47795",1895,"2917458010690-2917481010690",1.49
"47796",1896,"2917458010690-2917481010690",1.35
"47797",1897,"2917458010690-2917481010690",1.96
"47798",1898,"2917458010690-2917481010690",1.77
"47799",1899,"2917458010690-2917481010690",1.44
"47800",1900,"2917458010690-2917481010690",1.46
"47801",1901,"2917458010690-2917481010690",1.42
"47802",1902,"2917458010690-2917481010690",1.36
"47803",1903,"2917458010690-2917481010690",1.29
"47804",1904,"2917458010690-2917481010690",1.23
