age_CE,162011_raw,162012_raw,162021_raw,162022_raw,162031_raw,162032_raw,162041_raw,162042_raw,162051_raw,162052_raw,162061_raw,162062_raw,162071_raw,162072_raw,162011_raw_outlier_flag,162012_raw_outlier_flag,162021_raw_outlier_flag,162022_raw_outlier_flag,162031_raw_outlier_flag,162032_raw_outlier_flag,162041_raw_outlier_flag,162042_raw_outlier_flag,162051_raw_outlier_flag,162052_raw_outlier_flag,162061_raw_outlier_flag,162062_raw_outlier_flag,162071_raw_outlier_flag,162072_raw_outlier_flag
1744,NA,NA,NA,NA,1.65,1.32,1.61,1.29,NA,0.67,3.34,1.92,3.17,1.83,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE
1745,NA,NA,NA,NA,1.66,1.3,1.85,1.67,NA,0.55,2.43,2.17,2.56,1.3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1746,NA,NA,NA,NA,2.22,1.49,2.14,2.15,NA,1.3,3.28,2.65,2.95,1.99,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE
1747,NA,NA,NA,NA,2.28,1.77,1.99,1.95,NA,0.88,3.66,2.39,3.62,2.16,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE
1748,NA,NA,NA,NA,0.2,0.14,0.55,0.4,NA,0.2,0.2,0.1,0.38,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1749,NA,NA,NA,NA,1.29,1.07,1.61,1.72,NA,0.75,2.52,1.89,2.11,1.21,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1750,NA,NA,NA,NA,1.28,0.99,1.95,1.74,NA,1.01,2.28,2.16,2.24,1.28,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1751,NA,NA,NA,NA,1.57,1.31,2.35,1.88,NA,1.03,2.99,2.4,3.97,2.17,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1752,0.93,NA,NA,NA,0.56,0.47,1.1,0.89,NA,0.45,0,0,2.61,0.76,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1753,0.66,0.86,NA,NA,0.6,0.38,0.96,0.97,NA,1.12,1.06,0.84,2.28,1.08,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1754,1.06,1.39,NA,NA,1.53,0.83,2.02,1.76,NA,0.98,0.42,0.4,4.16,2.11,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1755,1.29,1.39,NA,NA,1.14,0.53,1.3,1.22,NA,0.75,0.87,0.67,3.53,1.57,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1756,0.93,0.91,NA,NA,0.61,0.39,0.98,0.97,NA,0.59,1.3,0.86,1.52,0.93,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1757,0.98,1.21,NA,NA,0.62,0.31,0.53,0.61,NA,0.47,0.98,0.75,1.48,0.78,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1758,0.92,1.61,NA,NA,0.53,0.38,0.72,0.9,NA,0.78,1.81,1.56,1.64,1.12,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1759,1.03,1.47,NA,NA,0.76,0.59,0.76,1.07,NA,0.54,1.99,2.18,1.63,1.01,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1760,0.81,0.8,NA,NA,0.63,0.37,0.46,0.65,0.44,0.38,1.87,1.55,1.06,0.49,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1761,0.59,0.72,NA,NA,0.26,0,0.18,0.22,0.27,0,0.36,0.13,0.31,0.22,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1762,1.2,1.2,NA,NA,1,0.63,0.89,1.06,0.78,1.37,2.23,2.15,1.22,0.58,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1763,1,1.32,NA,NA,0.88,0.53,0.98,0.98,0.65,1.42,1.65,1.84,1.88,0.74,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1764,1.61,2.22,NA,NA,1.34,1.05,1.38,1.54,0.45,1.62,2.16,1.61,2.32,1.1,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1765,1.35,1.86,NA,NA,1.02,1.01,1.08,0.99,1.4,1.48,1.3,1.15,2.35,0.99,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1766,1.57,1.79,NA,NA,1.78,1.28,1.29,1.44,1.47,1.62,2.14,2.25,3.22,2.01,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1767,0.98,1.6,NA,NA,1.09,0.99,1.04,1.14,1.77,1.71,0.49,0.53,2.06,1.18,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1768,1.09,0.86,NA,NA,1.4,1.07,1.06,1.1,1.57,1.35,0.52,0.58,2.29,1.54,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1769,0.74,0.33,NA,NA,0.9,0.58,0.9,0.73,1.28,1.07,0.47,0.46,1.01,0.63,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1770,0.8,0.64,NA,NA,0.83,0.36,1.2,1.07,0.66,1.46,0.91,0.76,1.13,0.92,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1771,0.69,1.19,NA,NA,0.95,0.56,1.63,1.64,0.98,1.59,1.28,1.35,2.41,1.63,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1772,0.55,1.54,NA,NA,0.68,0.4,1.21,1.15,1.17,0.63,1.26,1.58,1.8,1.04,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1773,0.73,0.99,NA,NA,0.03,0,0.47,0.46,0,0.25,0.05,0,0.28,0.12,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1774,0.2,0.27,NA,NA,0.16,0,0.86,0.77,0.56,0.51,1.11,0.96,0.53,0.47,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1775,0.42,0.45,NA,NA,0.19,0.23,0.9,1.07,0.43,0.44,1.08,1.25,0.55,0.38,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,0.45,0.36,NA,NA,0.29,0.32,0.6,0.81,0.31,0.24,0.98,1.26,0.35,0.24,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,0.22,0.2,NA,NA,0.25,0.25,1.13,1.16,0.07,0.28,1.03,1.53,0.63,0.48,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,0.69,0.69,NA,NA,0.47,0.58,0.75,0.86,0.31,0.22,1.6,2.09,0.77,0.54,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,0.69,0.61,NA,NA,0.57,0.54,0.49,0.79,0.33,0.61,1.09,1.53,0.8,0.72,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,0.54,0.65,NA,NA,0.68,0.59,0.18,1.37,0.2,0.42,1.41,1.83,0.88,0.96,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,0.75,1.02,NA,NA,1.06,0.9,1.22,0.45,0.55,1.11,1.8,2.04,0.7,0.73,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,0.48,0.74,NA,NA,0.47,0.49,0.51,1.59,0.16,0.39,0.61,0.48,0,0,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,1.08,1.47,NA,NA,1.16,1.5,1.15,3.01,0.82,1.55,1.34,1.38,1.58,1.48,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,1.84,2.49,NA,NA,2.11,1.98,2.35,1.09,1.66,2.27,2.4,2.65,2.37,2.99,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1785,1.1,2.05,NA,NA,1.18,1.1,1.36,1.14,0.84,1.52,1.08,1.63,1.35,1.6,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,0.75,1.18,NA,NA,1.11,1.34,1.18,1.93,0.64,0.86,1.49,2.09,0.88,1.12,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
